"Genus","ACM01","ACM07","ACM11","ACM14","ACM16","ACM21","ACM22","ACS01","ACS02","ACS03","ACS05","ACS07","ACS13","ACS15","ACS16","ACS19","ACS21","ACW01","ACW02","ACW06","ACW09","ACW10","ACW16","ACW19","ACW20","APM02","APM19","APM21","APW05","APW06","TCM01","TCM02","TCM03","TCM04","TCM05","TCM06","TCM09","TCM10","TCM12","TCM13","TCS04","TCS06","TCS09","TCS10","TCS11","TCS13","TCS16","TCS17","TCW01","TCW02","TCW03","TCW07","TCW09","TCW11","TCW12","TCW13","TCW14","TCW17","TPS03","TPS13"
"FR888536_g",0,0,509.179084210762,0,0,777.170537179494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Frisingicoccus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296.082731017475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gaiella",2818.30025698913,0,0,0,0,0,0,19162.9436938255,9532.15231779995,28633.605810312,20549.9923439944,12068.5154126969,15446.3298126633,24652.5928237371,7677.18944282484,0,19224.7798100858,0,0,0,1285.51148439605,3634.78201305944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12976.3508722861,10631.1304274178,8569.79176183544,26480.6157956649,6245.16474496206,31963.4050624331,38870.0664783797,18438.1511483248,0,0,0,0,0,0,0,0,0,0,18369.7268030207,6114.86663014364
"Galbibacter",0,0,0,0,0,0,1988.41074364052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gamaleyavirus",0,0,0,0,759.238646257454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634.338773207777,894.832311440924,0,0,0,0,0,0,0,0,0,0,664.583477317477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Geminicoccus",0,0,0,0,0,0,0,0,0,0,2471.35911654372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gemmatimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7436.21814103026,0,0,0,0,0,0,0,0,0,0
"Gemmatirosa",2545.41954496415,466.815873257362,0,0,0,0,0,1270.15905556006,2154.84413002387,2872.03367668989,0,2141.22001930875,4517.53340444663,3900.65551523196,0,0,2735.7303451832,0,0,0,0,0,0,0,0,0,0,0,0,0,689.111757020924,0,0,701.51115068293,0,0,0,0,0,0,3090.64500204744,1502.08576142629,0,2552.87338262065,1005.22528427752,2653.73353718717,3300.88934228847,0,0,0,0,0,0,0,0,0,0,0,1978.01839874365,1873.16570905156
"Gemmobacter",4879.57660319929,0,0,1614.104941612,1001.30964453204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648.287558457234,0,5916.48976168515,0,0,0,0,0,0,0,0,0,0,494.686601514617,3173.95916403889,0,0,0,0,5644.12112920168,0,0,0,0
"Geofilum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455.319670378675,0,0,595.932549409579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Georgenia",0,0,0,0,301.095566794372,0,1206.60379216368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450.134839578034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2685.78074637268,0
"Gequatrovirus",0,0,0,979.695138529965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Globicatella",0,0,0,0,997.444940640866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Glucerabacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760.564397851872,0,0,636.599672693487,999.088812469453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Glutamicibacter",0,2305.92966538687,0,0,5575.71370481527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836.50980099504,5707.22406342872,1977.31106093809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goslarvirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6238.60661875147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hamadaea",0,0,0,0,0,0,0,0,0,0,0,2646.95016199079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hansschlegelia",0,0,0,0,0,0,0,0,0,3952.45359302879,3604.62371529963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hendrixvirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4478.63173599268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Herbaspirillum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803.915491492567,1022.26826661596,0,0,1461.02323114592,1061.24597123095,0,1890.13082992062,0,0,0,886.178307972161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425.588326193345,0,0,0,0,0,0,0
"Herbiconiux",0,0,0,0,0,0,0,0,0,0,0,0,6529.2225916067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Homoserinibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726.811810148958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hyalangium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279.26997072878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hydrocarboniphaga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2876.63013104077,0,0,0,0,0,0,0,0,0
"Hydrogenophaga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6286.32427066584,0,0,1360.79086085652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9186.67574959217,0,5756.13069490724,0,657.972889160862,3285.17804552346,1467.6871984366,0,0,0
"Hymenobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,889.495575414042,0,0,0,0,5940.159613335,0,0,0,0,9365.94773605695,16230.3295117793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hyphomicrobium",0,0,0,0,0,0,0,0,5790.54182214635,7798.35201082232,0,7125.57011950443,0,0,3267.95616995951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6990.52529550392,1462.4448036476,2500.59611198678,0,0,0,10100.9257126427,0,0,0,0,0,0,0,0,0,0,2086.12529671085,0
"Ideonella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,794.576732546106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530.783197690564,0,0,0,0,0,2910.87495994278,0,0,0
"Ilumatobacter",0,0,0,0,0,0,0,1076.68279981698,1704.23329318242,11441.0521874695,9098.65986129534,2471.47264659624,0,12036.629852338,4996.13705618862,0,3760.33291570671,0,0,1280.31689659922,0,1792.84310751279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6570.50472453391,5037.01035136506,2696.6358768638,804.585560197936,3256.63016947177,3726.48624225866,8613.07872359275,9558.82353629498,0,0,0,0,2683.51174163278,0,0,2769.57588183242,0,3635.09444414717,0
"Inhella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802.783875231821,0,0,0
"Inmirania",0,0,0,0,0,0,0,0,0,0,3078.19168040457,1331.85462526985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1534.09952445754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800.504857842944,0,0,0
"Intrasporangium",0,0,0,0,0,0,0,2634.54356034564,0,0,0,2824.39933486168,0,7916.61519493725,0,0,3998.85375702291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1637.54441471016,3296.16437486749,0,0,0,0,0,0,0,0,0,0,0,0,1675.65691849163,0
"Isoptericola",0,0,0,0,0,0,841.308636608509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JADL_g",0,0,0,0,0,0,0,2354.37989131509,0,0,0,0,6430.3915855814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402.45140467751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Janibacter",0,978.984042409075,0,0,0,0,12903.9572217505,0,0,0,0,795.563791704493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Janthinobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700.518493457946,0,0,0,0,0,0,0,0,0,0,28121.0567819475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14771.8663478128,0,0,0,0,1665.93912765401,0,0
"Jatrophihabitans",0,0,0,0,0,0,0,4738.91192638234,0,0,0,0,0,0,0,0,4347.30159477179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17930.0991481882,0,0,5205.94486728956,2947.78261286624,0,7221.74267272249,0,0,0,0,0,0,0,0,0,0,0,0,4550.70954996624
"Jeotgalibaca",0,0,0,0,4097.28879808164,0,1048.05816279386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498.041225327976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeotgalicoccus",0,0,0,0,234.341590492236,0,733.226461717443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1591.71641447133,0,0,0,0,0,0,1349.78359985421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jilinvirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421.419498354441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jonesia",0,0,0,0,0,0,383.371616860995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Juiceboxvirus",0,0,0,0,203.072622645446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JZUE_g",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1566.19597351525,1786.32215831776,0,0,0,0,586.027581003571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585.137714594095,0,0,0
"Kagunavirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610.237325539223,388.710189593948,0,0,0,0,0,0,0,0,0,249.387308932522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kaistella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1155.89016801491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kalppathivirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4341.75895640344,0,0,0,0,0,0,0,0
"KB467824_g",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945.823398122336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1482.75750176037,0,0,0,0,0,0,0
"Kineosporia",0,0,0,0,0,0,0,0,0,0,0,0,8799.14763321997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klebsiella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520.42735540076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kluyvera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526.821262452346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Knoellia",0,1608.44263197721,0,0,0,0,0,0,0,0,0,2016.01976956095,0,0,2925.03086469209,0,8055.78215367063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kocuria",0,0,0,0,951.068493946751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480.862702650995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Koribacter",0,0,0,0,0,0,0,1562.88611782069,0,0,0,0,3296.49226548893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081.22517976221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1645.39130735566
"Krasilnikoviella",0,0,0,0,0,0,840.178857776895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1277.39364825879,1629.8632316388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512.31619326508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kuravirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,687.381494476693,1968.63108517003,0,0,0,0,0,0,0,0,0,0,0,3672.887147856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kurthia",0,4835.49306570105,0,0,10214.412384379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2226.48996408295,4991.35821427598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Labilithrix",0,0,0,0,0,0,0,812.851541985518,0,0,0,842.88357113673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741.758979930591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lachnoclostridium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354.777545536358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lacibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3197.13500121175,0,0,0,0,0,0,0,0,0
"Lactobacillus",0,77312.3715855531,0,0,33486.6052068905,0,8395.38649772314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34236.0331442585,65199.61667398,3885.6952245658,0,0,0,302.063619548193,6420.79933050094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactococcus",0,0,681.287569984925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382.014038768052,0,0,1732.4194833086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lacunisphaera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1372.98938639553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lambdavirus",6349.61140668868,0,0,2057.1517876988,13683.1597950684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28075.2515017951,7945.67308715555,164659.324317645,0,0,0,0,0,0,0,0,0,1223.3458532771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lapillicoccus",0,0,0,0,0,0,0,0,0,0,0,1151.44796618445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lautropia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822.731026218999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lawsonibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742.758542383768,0,0,1225.67439286331,622.851774639972,0,494.056479587942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leclercia",0,0,2738.25196397787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lederbergvirus",0,0,0,0,1007.2823687275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8499.00914233422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lelliottia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3772.81919666748,0,0,0,0,0,0,0,0,0,0,0,0,0,1037.0881434331,0,0,0,0,0,0,0
"Lentzea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1383.5228572395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leptothrix",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3467.17911632312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474.605371233575,0,0,0
"Leucobacter",0,0,0,0,1088.08981372482,0,257.966166551848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967.42816363583,0,0,0,0
"Lichenibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1943.18200072242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Limnobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574.308550429833,0,0,0,0,0,0,0,0,0
"Limnohabitans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5903.40964546958,63873.6332420679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25488.359624379,25242.8587793101,0,608.32313508825,0,0
"LJID_g",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989.663301119711,0,0,0
"Luckybarnesvirus",0,0,0,0,0,0,411.992680595215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Luteimonas",15436.8325372408,0,0,0,1211.76033824246,0,37060.5116063757,0,0,0,0,0,0,0,0,3842.77363457176,0,0,0,0,0,0,0,0,0,0,7141.69225198325,3974.78441156561,0,0,26708.2546717242,0,0,25710.3445693437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Luteitalea",6425.90063800749,0,0,0,0,0,0,1321.66896780335,3527.85920125445,8987.80512972754,5618.46553606182,3839.80293517844,7402.76116099158,8220.34323794017,2259.51179399523,0,4699.89762106531,0,0,0,0,0,0,0,0,0,0,0,0,0,782.628591677823,0,0,541.9701532032,0,0,0,0,0,0,0,5145.25199438262,2779.31906462798,4373.86497636713,1022.45192725405,4447.5981070176,4604.48929574046,9047.40092157971,0,0,0,0,0,0,0,0,0,0,3675.63453088487,0
"Lysinibacillus",0,0,1722.27591992693,2867.67097874022,2262.25712320766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869.987584090995,0,0,0,0,0,0,0,0,2707.74883823082,0,3118.36506353432,1382.41451519082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lysobacter",0,0,0,0,0,0,3097.85355628541,0,6626.29012637366,0,0,1611.82998691059,0,0,1861.01361317064,5191.54375913544,0,0,0,0,0,0,0,672.941158993195,0,0,0,0,0,0,2964.17704605107,0,0,1747.13033514567,0,0,0,0,0,0,0,3553.52769646884,3551.65166600132,0,0,0,0,0,0,0,0,0,0,0,7425.56562480585,0,0,0,0,0
"Macromonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908.498547682253,0,746.666547318734,0,0
"Malikia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1299.06019447598,0,1142.64488036868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501.389452983526,0,0,0,1200.89040972529,8755.87645846475,509.930140761164,3980.28219207052,0,0
"Marihabitans",0,0,0,0,0,0,709.877699197422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marmoricola",0,0,0,0,0,0,0,0,9343.43495878088,0,0,6256.06917243707,0,0,10690.3236468149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7080.16383199142,1258.9156189925,4975.05358865663,1797.65086119791,5285.22908383924,10784.0222370399,0,0,0,0,0,0,0,0,0,0,0,9714.41828452155,0
"Massilia",0,0,0,0,0,0,0,0,0,0,0,0,43345.366384514,0,0,0,0,53769.301674273,168791.560111467,0,0,9876.72019757279,113658.353536978,63515.2924680501,113909.397668966,0,0,0,0,20816.9972740825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30999.9314129508,187962.580945838,6412.53905911692,5812.94551586425,10472.6546562357,12262.7859186918,0,0
"Massilistercora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553.470362092872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mediterranea",0,1049.35829465893,0,0,0,592.351538603019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1007.81170410941,0,0,0,0,0,0,0,0,839.020766775748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mediterraneibacter",0,675.592821598595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.45794618387,0,0,0,0,0,0,117.256620717838,0,476.422980854481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Megasphaera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489.558230727866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
