"Genus","ACM01","ACM07","ACM11","ACM14","ACM16","ACM21","ACM22","ACS01","ACS02","ACS03","ACS05","ACS07","ACS13","ACS15","ACS16","ACS19","ACS21","ACW01","ACW02","ACW06","ACW09","ACW10","ACW16","ACW19","ACW20","APM02","APM19","APM21","APW05","APW06","TCM01","TCM02","TCM03","TCM04","TCM05","TCM06","TCM09","TCM10","TCM12","TCM13","TCS04","TCS06","TCS09","TCS10","TCS11","TCS13","TCS16","TCS17","TCW01","TCW02","TCW03","TCW07","TCW09","TCW11","TCW12","TCW13","TCW14","TCW17","TPS03","TPS13"
"Sinomonas",0,0,0,0,0,0,0,2405.88980355837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1039.44633410015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solibacillus",0,0,0,0,3790.22050709182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2087.53297239615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solibacter",0,0,0,0,0,0,0,1432.22682822796,0,0,0,0,2920.29682319909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1760.00144467362,1020.42526337446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1510.00092872523
"Solirubrobacter",0,764.733541115076,0,0,0,0,0,15187.8860758314,25752.2167567553,32910.6809837087,29989.39730424,13661.6146535822,16039.3158488151,35536.1810313418,30142.1855278141,0,41104.4002887344,0,0,0,1629.26151668759,3272.48888274052,0,0,0,0,0,0,569.519334008447,0,0,0,0,0,0,0,0,0,0,0,25077.4427016893,19117.3387317417,15972.3234315429,25628.9319282548,10958.1715969527,35948.9471438883,52727.0994026059,25745.3286685108,17212.4295047394,0,0,0,0,2403.29006592929,0,0,0,0,22391.6412414567,12873.2357657778
"Sorangium",0,0,0,0,0,0,0,0,0,0,0,659.51942583681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1290.79492542003,0,0,1316.31818979486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sphaerotilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2081.13283683182,0,0,2616.00312043969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1087.09129449419,0,0,0
"Sphingobacterium",0,0,0,11209.9865532572,4828.06917023134,0,1644.58138588602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3104.27453852778,3010.74563013599,0,0,0,0,0,0,0,0,896.784724153659,0,912.712712478238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sphingobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1923.22736191935,0,0,1394.41960052136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sphingomonas",9483.33829316904,9811.73463590181,0,893.02713264444,0,0,0,4452.46656073675,17541.0859520888,3127.2704917883,4356.94295062238,11613.0625356616,17917.1049632957,0,10961.4108446547,7628.55698219013,15881.3398431143,0,14483.6271304369,0,0,0,0,2057.16770256324,0,0,0,0,7159.44933271275,2058.1117143142,0,0,0,1652.50062585622,384.893442660763,0,710.215874198615,0,0,714.185855052489,7525.04870063724,8794.82097994521,5034.31460057492,4097.23108592956,4252.95415132335,9399.25733283052,8867.16060882771,4803.95566286928,0,0,0,0,1350.6113548145,0,0,743.615586389234,0,0,12820.8024307979,0
"Sphingopyxis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20969.5151505405,0,1611.24906925248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sphingorhabdus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1855.19750247117,0,2440.16929188787,0,0,0,0,0,0,0
"Sphingosinicella",0,808.521964737207,0,0,0,0,0,0,2414.81192050932,0,0,1357.48617246231,0,0,4776.55642593834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1820.94284121754,2641.83577433115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spirosoma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603.586283316672,0,0,0,0,51305.851971787,0,0,0,0,11348.3729588077,1693.59960122914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Staphylococcus",0,0,0,0,0,0,944.495103229249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10761.5855479362,0,0,0,0,0,0,3928.59646714723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stenotrophomonas",5438.54193266981,0,842.676496091494,10065.2755315212,407.199255443031,0,0,0,0,0,0,0,0,0,0,0,0,4935.03365333768,4001.10097658771,0,0,0,0,3539.17202137162,0,0,0,0,0,0,881.51114635602,0,0,675.703048149444,0,0,694.537819580544,1430.26991771571,10616.3708880961,0,0,0,0,0,0,0,0,0,0,0,12669.8344973763,0,0,1831.17081136798,0,8024.74205241244,0,940.605910258665,0,0
"Steroidobacter",0,0,0,0,0,0,0,0,3287.14828413829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2746.78086808132,2711.92529487463,0,0,0,0,4554.51385997136,0,0,0,0,0,0,0,0,0,0,0,0
"Stockinghallvirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530.427212689163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptacidiphilus",0,0,0,0,0,0,0,5316.82801496555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588.781469087441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptomyces",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891.124688189526,0,0,0,0,0,0,1564.32550102919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2563.65900141727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptosporangium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4969.52987646623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Subdoligranulum",0,3148.85682011289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Subtercola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1285.56157470294,0,0,0,0
"Succiniclasticum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752.45136006637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sutterella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.952854671553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tabrizicola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3023.44218727142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5184.85683389576,5206.08439907359,0,0,0,0,4214.04062428174,2108.09108471096,1865.69667148214,0,0
"Tepidimonas",0,0,0,0,0,0,0,0,0,0,0,1111.02898791941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728.204860033234,0,0,0,0,0,0,0,0,0,0,0,1180.73884607862,0,0,0,0,0,0,0,0,0,0,0,0,0,567.475329830301,744.080689146202,0,0
"Tequintavirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3405.08250522467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Terrabacter",0,0,0,0,0,0,0,0,3079.17405174992,0,0,0,0,0,0,0,0,0,1546.02802393393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1692.26433945913,4640.32735832169,0,0,0,0,0,0,0,0,1053.47571871111,0,0,0,2506.7286966145,0
"Terracoccus",0,0,0,0,0,0,0,0,0,0,0,935.551472524862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2126.66538344855,0
"Tessaracoccus",0,0,0,0,4825.25847649231,0,1413.7299112929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534.71019466531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tetrasphaera",0,978.202106272965,0,0,0,0,0,0,0,0,0,982.8712519571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1291.96925410056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thauera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7846.98226543181,0,0,1021.37520935553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thermoleophilum",0,0,0,0,0,0,0,0,0,3270.99607698934,3068.62018886102,0,0,0,0,0,3227.29068772181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thermomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6190.23069241398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2596.24195887638,0,0,4763.55007671095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thermopolyspora",0,0,0,0,0,0,0,4634.63576257276,0,0,0,1434.3808140397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3142.34234530705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thiobacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1866.78608325547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Timonella",0,344.051899888173,0,0,1033.28128581359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592.723787945272,1133.77712718717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tuber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1667.32231254112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Turicibacter",0,1082.19961237553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Uetakevirus",0,0,0,0,109.968392539835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4143.85390503312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Undibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44681.0433631876,0,0
"UWOD_g",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755.705417907107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vagococcus",1163.41077761186,0,1276.22313153645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Variibacter",0,0,0,0,0,0,0,0,0,0,1965.98436304446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Variovorax",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720.067846763749,0,0,0,0,0,1128.82813453593,0,0,0,0,6062.81022747705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591.831744389798,0,0,0,0,570.849774357106,0,0,0,0
"Virus no name G",0,361.254494882582,213.200131166611,2392.73030648755,5613.65807029227,424017.995809641,485.804897593992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537.458228597604,0,67768.5980670982,5888.92701596596,7254.67316453264,122.929036575594,0,0,0,188.543316267888,0,0,0,0,1889.27737010232,2631.03147999061,0,0,0,0,0,0,0,0,0,0,20835.3400234069,0,0,0,0,402.693790087522,1626.49486916938,0,0,0,0
"Vitreoscilla",2938.60250637648,0,1937.26264437147,2982.7660905562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5001.90059348174,1323.20282067311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vulcaniibacterium",0,0,0,0,0,0,1734.96369241513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751.967334413266,0,0,1573.51219082949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Weissella",0,44388.1686385271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7583.3617781807,0,0,0,0,0,195.871855062753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Xenophilus",3042.7666491387,724.854798173492,0,0,0,0,0,971.150296684398,2068.18819986205,2785.30272010305,1847.29786790448,838.940256184044,7884.16380324383,2682.9310465258,1505.88938400042,765.298139088444,1986.98231287757,0,884.608237087592,1372.96294338831,2021.30700806141,2635.93646685308,605.435376677973,599.448059957851,453.189263314301,0,0,0,837.940331594396,393.133551567371,852.382951954691,0,0,0,0,0,0,0,0,0,0,2412.55718203506,1558.14395669735,2287.13059023181,2345.86344062748,2782.21970472323,3676.21889186848,4707.11355115597,14279.3110497667,0,1083.61170391141,8477.99086161618,825.913418411742,2640.70009673364,0,591.213805433136,919.013762064533,857.858448737628,2332.74415769853,1764.85340614721
"Xuquatrovirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2863.90993420077,1840.2871142669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Xylanimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1908.59155941475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Xylophilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3198.76293466204,0,0,0,0,0,1149.55325328506,0,0,0,0,271.41019250467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1618.79030008701,0,0,518.954340324642,0,0,0,0
"Yaniella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.949144170012,0,0,0,0,0,0,1003.34358409696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zoogloea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643.232220417438,0,0
